id,severity_type,fault_severity,location
4608,severity_type 4,0.0,location 102
4184,severity_type 2,,location 102
11294,severity_type 4,,location 102
3201,severity_type 4,0.0,location 102
14132,severity_type 4,0.0,location 102
14345,severity_type 2,,location 102
8897,severity_type 2,0.0,location 102
15400,severity_type 2,1.0,location 102
15657,severity_type 2,0.0,location 102
4103,severity_type 2,,location 102
13733,severity_type 2,,location 102
13346,severity_type 2,1.0,location 102
2992,severity_type 2,1.0,location 102
3064,severity_type 1,0.0,location 102
12216,severity_type 2,0.0,location 102
8804,severity_type 1,,location 1020
13299,severity_type 1,,location 1020
7297,severity_type 1,,location 1020
7313,severity_type 1,2.0,location 1020
13382,severity_type 1,2.0,location 1020
16525,severity_type 1,,location 1020
2847,severity_type 1,,location 1020
18408,severity_type 1,,location 1020
3306,severity_type 1,,location 1020
8247,severity_type 1,,location 1020
1621,severity_type 1,1.0,location 1020
14811,severity_type 1,,location 1020
3916,severity_type 1,1.0,location 1020
10610,severity_type 1,,location 1020
4741,severity_type 1,,location 1020
13137,severity_type 1,,location 1020
18388,severity_type 1,,location 1020
15584,severity_type 1,,location 1020
15183,severity_type 1,,location 1021
13282,severity_type 1,,location 1021
14297,severity_type 1,,location 1021
14605,severity_type 1,2.0,location 1021
9891,severity_type 1,,location 1021
1992,severity_type 1,,location 1021
11345,severity_type 1,,location 1021
11281,severity_type 1,,location 1021
9421,severity_type 1,2.0,location 1021
4148,severity_type 1,1.0,location 1021
1924,severity_type 1,,location 1021
4922,severity_type 1,,location 1021
13823,severity_type 1,0.0,location 1022
11808,severity_type 1,,location 1022
4418,severity_type 1,,location 1022
5561,severity_type 1,,location 1022
10477,severity_type 1,1.0,location 1022
11173,severity_type 1,,location 1022
1413,severity_type 1,,location 1022
15021,severity_type 1,,location 1022
14464,severity_type 1,,location 1022
5322,severity_type 1,,location 1022
18131,severity_type 1,,location 1023
4161,severity_type 1,1.0,location 1023
12690,severity_type 5,1.0,location 1023
13079,severity_type 1,0.0,location 1023
2185,severity_type 1,,location 1023
2048,severity_type 5,,location 1023
11776,severity_type 2,1.0,location 1023
777,severity_type 1,1.0,location 1023
5427,severity_type 2,0.0,location 1023
1803,severity_type 2,0.0,location 1023
753,severity_type 1,,location 1024
9501,severity_type 1,0.0,location 1024
9127,severity_type 1,0.0,location 1024
9476,severity_type 1,0.0,location 1024
14445,severity_type 1,,location 1024
1786,severity_type 2,,location 1024
18249,severity_type 1,,location 1024
12988,severity_type 1,0.0,location 1024
482,severity_type 1,,location 1024
9789,severity_type 1,,location 1024
3420,severity_type 1,0.0,location 1024
4544,severity_type 1,,location 1024
9529,severity_type 2,,location 1024
13473,severity_type 2,,location 1024
12633,severity_type 2,,location 1024
9781,severity_type 1,,location 1024
9782,severity_type 1,0.0,location 1024
1918,severity_type 1,,location 1024
16548,severity_type 2,,location 1024
4557,severity_type 2,0.0,location 1024
4290,severity_type 1,0.0,location 1024
11061,severity_type 1,0.0,location 1024
16193,severity_type 1,,location 1024
14460,severity_type 1,,location 1024
12561,severity_type 2,,location 1024
2869,severity_type 2,,location 1024
8122,severity_type 1,0.0,location 1024
4084,severity_type 1,0.0,location 1024
15811,severity_type 2,,location 1024
1637,severity_type 2,,location 1024
350,severity_type 1,0.0,location 1024
15736,severity_type 1,,location 1024
14261,severity_type 1,,location 1024
16593,severity_type 1,0.0,location 1024
17605,severity_type 1,,location 1024
14326,severity_type 1,,location 1024
14679,severity_type 2,,location 1024
14140,severity_type 1,,location 1024
12233,severity_type 1,0.0,location 1024
12084,severity_type 1,,location 1024
17502,severity_type 1,0.0,location 1024
14463,severity_type 1,,location 1024
812,severity_type 1,0.0,location 1024
12487,severity_type 1,,location 1024
16240,severity_type 1,,location 1024
1598,severity_type 1,,location 1024
17515,severity_type 1,2.0,location 1024
6823,severity_type 2,,location 1025
16724,severity_type 1,,location 1025
12811,severity_type 1,,location 1025
9853,severity_type 1,0.0,location 1025
479,severity_type 1,0.0,location 1025
34,severity_type 1,,location 1025
17416,severity_type 1,,location 1025
17853,severity_type 1,,location 1025
11459,severity_type 1,,location 1025
11887,severity_type 1,,location 1025
16818,severity_type 1,,location 1025
5510,severity_type 1,1.0,location 1025
17033,severity_type 1,1.0,location 1025
7978,severity_type 1,0.0,location 1025
7853,severity_type 1,,location 1025
17533,severity_type 1,,location 1025
3043,severity_type 1,0.0,location 1025
1677,severity_type 1,,location 1025
810,severity_type 4,0.0,location 1025
14310,severity_type 4,,location 1025
3308,severity_type 1,1.0,location 1025
7076,severity_type 1,0.0,location 1026
3640,severity_type 1,0.0,location 1026
15800,severity_type 2,0.0,location 1026
11130,severity_type 1,0.0,location 1026
11687,severity_type 1,0.0,location 1026
15539,severity_type 2,0.0,location 1026
2580,severity_type 4,0.0,location 1026
8392,severity_type 1,,location 1026
8616,severity_type 1,0.0,location 1026
2407,severity_type 1,,location 1026
17448,severity_type 1,,location 1026
4249,severity_type 1,0.0,location 1026
1294,severity_type 1,,location 1026
6818,severity_type 1,1.0,location 1026
5681,severity_type 2,,location 1026
10981,severity_type 1,0.0,location 1026
11271,severity_type 1,,location 1026
3594,severity_type 2,1.0,location 1026
3242,severity_type 2,,location 1026
17567,severity_type 2,,location 1026
5736,severity_type 2,,location 1026
13353,severity_type 1,0.0,location 1026
11198,severity_type 1,,location 1026
16865,severity_type 1,,location 1026
8840,severity_type 2,,location 1026
13974,severity_type 1,,location 1026
4339,severity_type 1,,location 1026
14540,severity_type 1,1.0,location 1026
183,severity_type 1,1.0,location 1026
13862,severity_type 2,,location 1026
2590,severity_type 1,,location 1026
12015,severity_type 1,,location 1026
16141,severity_type 1,,location 1026
8599,severity_type 1,1.0,location 1026
5484,severity_type 1,,location 1026
9610,severity_type 1,,location 1026
11215,severity_type 1,,location 1026
9944,severity_type 1,1.0,location 1026
3861,severity_type 1,,location 1026
7452,severity_type 1,,location 1026
11994,severity_type 1,,location 1026
4651,severity_type 2,0.0,location 1026
861,severity_type 1,,location 1026
6321,severity_type 1,1.0,location 1026
5379,severity_type 1,1.0,location 1026
3693,severity_type 1,,location 1026
5190,severity_type 1,,location 1026
5340,severity_type 1,2.0,location 1026
8566,severity_type 1,,location 1026
4146,severity_type 1,0.0,location 1026
11291,severity_type 1,2.0,location 1026
3842,severity_type 1,0.0,location 1027
2353,severity_type 1,,location 1028
10530,severity_type 2,,location 1028
14233,severity_type 1,0.0,location 1029
4747,severity_type 1,,location 1029
5043,severity_type 1,,location 1029
16588,severity_type 1,0.0,location 1029
3156,severity_type 1,,location 1029
14994,severity_type 2,0.0,location 1029
6749,severity_type 1,,location 1029
4300,severity_type 1,,location 1029
7624,severity_type 2,,location 103
3974,severity_type 2,0.0,location 103
1351,severity_type 2,0.0,location 103
9485,severity_type 2,,location 103
13841,severity_type 2,0.0,location 103
17730,severity_type 2,0.0,location 103
3451,severity_type 2,0.0,location 103
1789,severity_type 2,0.0,location 103
12373,severity_type 1,,location 1030
9276,severity_type 1,,location 1030
6418,severity_type 1,,location 1030
15844,severity_type 1,1.0,location 1030
14903,severity_type 1,,location 1030
6218,severity_type 2,1.0,location 1030
8662,severity_type 1,1.0,location 1030
2842,severity_type 1,0.0,location 1030
16558,severity_type 1,,location 1030
2499,severity_type 1,1.0,location 1030
5839,severity_type 1,,location 1030
1601,severity_type 1,,location 1030
6416,severity_type 1,,location 1030
5272,severity_type 1,0.0,location 1030
11395,severity_type 2,,location 1030
6644,severity_type 1,1.0,location 1030
13239,severity_type 2,0.0,location 1030
7912,severity_type 1,0.0,location 1030
883,severity_type 2,0.0,location 1030
4460,severity_type 2,0.0,location 1030
8134,severity_type 1,,location 1030
3726,severity_type 4,0.0,location 1030
9647,severity_type 4,0.0,location 1030
1481,severity_type 1,,location 1030
12651,severity_type 1,1.0,location 1030
14467,severity_type 2,0.0,location 1031
13883,severity_type 1,,location 1031
11694,severity_type 1,1.0,location 1031
6450,severity_type 1,,location 1031
9885,severity_type 1,1.0,location 1031
16982,severity_type 1,,location 1031
816,severity_type 1,,location 1031
18544,severity_type 1,,location 1031
7476,severity_type 1,1.0,location 1031
16998,severity_type 1,1.0,location 1031
3234,severity_type 1,1.0,location 1031
550,severity_type 1,0.0,location 1031
7951,severity_type 1,1.0,location 1031
12236,severity_type 1,,location 1031
3824,severity_type 1,,location 1031
7319,severity_type 1,1.0,location 1031
242,severity_type 1,0.0,location 1031
14552,severity_type 1,,location 1031
4618,severity_type 1,,location 1031
17659,severity_type 1,0.0,location 1031
1053,severity_type 1,,location 1031
12082,severity_type 1,,location 1031
12284,severity_type 1,1.0,location 1031
12886,severity_type 1,,location 1031
3164,severity_type 1,0.0,location 1031
7645,severity_type 1,,location 1031
13432,severity_type 1,,location 1031
16455,severity_type 1,0.0,location 1031
6300,severity_type 1,,location 1031
12668,severity_type 1,,location 1031
5853,severity_type 4,0.0,location 1031
13531,severity_type 2,,location 1032
11531,severity_type 1,,location 1032
15962,severity_type 1,,location 1032
11194,severity_type 1,1.0,location 1032
13461,severity_type 1,,location 1032
2223,severity_type 1,,location 1032
18197,severity_type 1,,location 1032
4532,severity_type 4,,location 1032
2280,severity_type 1,,location 1033
10377,severity_type 1,,location 1033
14909,severity_type 1,2.0,location 1033
10988,severity_type 1,,location 1033
8765,severity_type 1,1.0,location 1033
10535,severity_type 1,,location 1033
17650,severity_type 1,1.0,location 1033
14443,severity_type 1,,location 1033
7420,severity_type 1,,location 1033
2505,severity_type 1,,location 1033
8567,severity_type 1,,location 1033
3130,severity_type 1,,location 1033
7148,severity_type 1,0.0,location 1033
1225,severity_type 1,1.0,location 1033
8116,severity_type 1,,location 1033
15425,severity_type 1,0.0,location 1033
8950,severity_type 1,1.0,location 1033
13229,severity_type 1,1.0,location 1033
5227,severity_type 1,,location 1033
3225,severity_type 1,1.0,location 1033
16461,severity_type 1,,location 1033
10380,severity_type 1,,location 1033
10615,severity_type 1,,location 1033
1946,severity_type 1,1.0,location 1033
12408,severity_type 1,,location 1033
8875,severity_type 1,1.0,location 1033
10924,severity_type 2,,location 1033
14166,severity_type 2,0.0,location 1033
11915,severity_type 1,,location 1033
5553,severity_type 2,,location 1033
7234,severity_type 1,,location 1033
9260,severity_type 1,,location 1033
4738,severity_type 1,1.0,location 1033
9379,severity_type 1,,location 1033
256,severity_type 4,0.0,location 1033
15359,severity_type 1,2.0,location 1034
7404,severity_type 2,,location 1034
10286,severity_type 1,,location 1034
16899,severity_type 1,,location 1034
3672,severity_type 1,,location 1034
9443,severity_type 2,,location 1034
16520,severity_type 1,,location 1034
18494,severity_type 1,,location 1034
9363,severity_type 1,0.0,location 1034
5451,severity_type 1,,location 1034
2540,severity_type 1,,location 1034
11545,severity_type 1,,location 1034
4678,severity_type 1,0.0,location 1034
11899,severity_type 1,0.0,location 1034
10518,severity_type 1,0.0,location 1034
11425,severity_type 1,,location 1034
2274,severity_type 1,0.0,location 1034
12111,severity_type 1,,location 1035
8361,severity_type 1,,location 1035
7124,severity_type 2,,location 1035
9762,severity_type 2,,location 1035
6467,severity_type 4,1.0,location 1035
8132,severity_type 2,1.0,location 1035
6033,severity_type 2,,location 1035
17643,severity_type 1,,location 1035
13469,severity_type 1,,location 1035
8117,severity_type 1,,location 1035
17299,severity_type 4,,location 1035
11377,severity_type 1,,location 1035
2655,severity_type 4,,location 1035
14490,severity_type 1,,location 1036
11330,severity_type 2,0.0,location 1036
1974,severity_type 2,0.0,location 1037
2793,severity_type 1,0.0,location 1037
4758,severity_type 1,1.0,location 1037
6609,severity_type 1,,location 1037
17706,severity_type 1,,location 1037
1319,severity_type 1,,location 1037
5464,severity_type 1,1.0,location 1037
14197,severity_type 1,,location 1037
13632,severity_type 1,0.0,location 1037
9981,severity_type 1,0.0,location 1037
3755,severity_type 1,0.0,location 1037
8990,severity_type 1,,location 1037
160,severity_type 1,,location 1037
15823,severity_type 2,,location 1037
8240,severity_type 2,,location 1038
13506,severity_type 1,0.0,location 1038
6462,severity_type 1,,location 1038
2219,severity_type 1,1.0,location 1038
13081,severity_type 1,,location 1038
7423,severity_type 1,0.0,location 1038
7766,severity_type 1,,location 1038
3988,severity_type 1,1.0,location 1038
2017,severity_type 1,1.0,location 1038
14425,severity_type 1,1.0,location 1038
1298,severity_type 1,,location 1038
17829,severity_type 2,,location 1038
948,severity_type 1,1.0,location 1038
2576,severity_type 1,1.0,location 1038
4791,severity_type 1,,location 1038
11063,severity_type 2,,location 1038
13470,severity_type 1,,location 1039
12437,severity_type 1,,location 1039
8903,severity_type 1,,location 104
12804,severity_type 1,0.0,location 104
8910,severity_type 2,,location 104
12399,severity_type 2,,location 104
2397,severity_type 2,0.0,location 104
7057,severity_type 2,,location 104
17474,severity_type 1,,location 104
14781,severity_type 4,,location 104
11712,severity_type 2,1.0,location 104
10512,severity_type 1,,location 1040
5105,severity_type 1,,location 1041
17671,severity_type 1,0.0,location 1041
